,PUMA,YEAR,HHWT,GQ,PERWT,SEX,AGE,MARST,RACE,HISPAN,CITIZEN,SPEAKENG,HCOVANY,HCOVPRIV,HINSEMP,HINSCAID,HINSCARE,EDUC,EMPSTAT,EMPSTATD,LABFORCE,WRKLSTWK,ABSENT,LOOKING,AVAILBLE,WRKRECAL,WORKEDYR,INCTOT,INCWAGE,INCWELFR,INCINVST,INCEARN,POVERTY,DEPARTS,ARRIVES,sim_individual_id
799,39-4500,2012,110.0,1,113.0,1,21,6,1,0,0,3,2,2,1,1,1,10,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,466,702,734,1022842
800,39-4500,2012,27.0,1,34.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,4,2,3,1,1,0,0,0,0,0,72,0,0,1022918
801,39-4500,2012,17.0,1,18.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,3,5,3,3,24000,24000,0,0,24000,201,547,604,1022972
802,39-4500,2012,30.0,1,26.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,127,1405,1409,1023432
803,39-4500,2012,28.0,1,26.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,5,3,1,7700,0,0,0,0,203,0,0,1023449
804,39-4601,2012,129.0,1,137.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,1,0,0,0,0,0,106,0,0,1033682
805,39-4602,2012,169.0,1,151.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,1,3,1000,1000,0,0,1000,501,0,0,1038337
806,39-4602,2012,104.0,1,90.0,1,21,6,1,0,0,3,1,1,1,1,1,3,2,20,2,1,1,2,4,3,1,0,0,0,0,0,1,0,0,1038629
807,39-4603,2012,137.0,1,215.0,1,21,6,1,0,0,3,2,1,1,2,1,2,3,30,1,1,1,2,3,3,2,0,0,0,0,0,1,0,0,1044145
808,39-4603,2012,29.0,1,49.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,1,2,4,1,3,670,670,0,0,670,5,902,924,1044191
809,39-4603,2012,13.0,3,13.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,3,4,3,5,3,3,6000,6000,0,0,6000,0,0,0,1044217
810,39-4603,2012,210.0,1,273.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,3,5000,5000,0,0,5000,220,0,0,1044304
811,39-4603,2012,77.0,3,77.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,3,4,3,5,3,3,6000,6000,0,0,6000,0,0,0,1044435
812,39-4603,2012,39.0,1,56.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,12500,12500,0,0,12500,371,0,0,1044480
813,39-4603,2012,41.0,1,58.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,101,1915,1929,1044783
814,39-4603,2012,96.0,3,96.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,3,4,3,5,3,3,6000,6000,0,0,6000,0,0,0,1044840
815,39-4603,2012,64.0,3,64.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,3,4,3,5,3,3,6000,6000,0,0,6000,0,0,0,1044841
816,39-4603,2012,88.0,1,88.0,1,21,6,1,0,0,3,1,1,1,1,1,8,3,30,1,1,1,1,5,3,3,400,400,0,0,400,3,0,0,1045059
817,39-4604,2012,87.0,1,84.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,302,602,624,1052167
818,39-4604,2012,65.0,1,77.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,250,250,0,0,250,210,1645,1704,1052870
819,39-4700,2012,425.0,1,580.0,1,21,6,1,0,0,3,2,1,1,2,1,4,1,10,2,2,4,3,5,3,3,40000,40000,0,0,40000,197,2245,2304,1059726
820,39-4700,2012,47.0,1,86.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,4000,4000,0,0,4000,470,2205,2219,1060387
821,39-4700,2012,80.0,1,112.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,501,702,734,1060584
822,39-4800,2012,123.0,1,123.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,4,1,3,9000,9000,0,0,9000,75,0,0,1067862
823,39-4800,2012,22.0,1,56.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,11000,11000,0,0,11000,89,1645,1654,1068541
824,39-4900,2012,98.0,1,104.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,5,1,3,3000,3000,0,0,3000,203,0,0,1074018
825,39-4900,2012,51.0,1,52.0,1,21,1,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,40000,40000,0,0,40000,264,617,629,1074145
826,39-4900,2012,50.0,1,95.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,18000,18000,0,0,18000,152,902,929,1074390
827,39-4900,2012,64.0,1,65.0,1,21,6,1,0,0,3,1,1,1,1,1,5,2,20,2,1,1,2,4,3,3,14000,14000,0,0,14000,195,0,0,1074519
828,39-500,2012,158.0,1,239.0,1,21,6,1,0,0,3,1,1,1,1,1,4,3,30,1,1,1,1,5,3,1,0,0,0,0,0,1,0,0,1079610
829,39-500,2012,57.0,1,87.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,258,1445,1504,1079784
830,39-500,2012,245.0,1,246.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,8700,8700,0,0,8700,74,2235,2259,1080106
831,39-5000,2012,237.0,1,361.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,5200,5200,0,0,5200,44,1105,1119,1086406
832,39-5000,2012,188.0,1,283.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,17,702,714,1086428
833,39-5000,2012,38.0,4,38.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,1,0,0,0,0,0,0,0,0,1086635
834,39-5000,2012,40.0,4,40.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,1,0,0,0,0,0,0,0,0,1086772
835,39-5000,2012,95.0,1,224.0,1,21,6,1,0,0,3,1,1,1,1,1,4,2,20,2,1,1,2,4,3,1,0,0,0,0,0,335,0,0,1086818
836,39-5000,2012,65.0,1,51.0,1,21,6,1,0,0,3,2,2,2,2,1,6,3,30,1,1,1,1,3,1,1,8100,0,0,0,0,90,0,0,1086912
837,39-5000,2012,158.0,1,92.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,4800,4800,0,0,4800,40,1625,1644,1086929
838,39-5000,2012,206.0,1,207.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,5,3,3,10000,10000,0,0,10000,84,0,0,1086982
839,39-5000,2012,20.0,1,14.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,2,0,0,0,0,0,31,0,0,1087157
840,39-5100,2012,96.0,3,96.0,1,21,6,1,0,0,3,1,1,1,1,1,5,3,30,1,3,4,3,5,3,2,0,0,0,0,0,0,0,0,1093451
841,39-5100,2012,83.0,1,83.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,21700,21700,0,0,21700,182,802,849,1093760
842,39-5200,2012,297.0,1,334.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,3,8000,8000,0,0,8000,174,0,0,1100194
843,39-5200,2012,85.0,1,67.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,5,3,1,8400,0,0,0,0,60,0,0,1100237
844,39-5200,2012,39.0,1,30.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,10500,8300,2200,0,8300,89,642,814,1100308
845,39-5200,2012,55.0,1,51.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,11000,11000,0,0,11000,93,632,704,1100385
846,39-5200,2012,51.0,1,47.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,11400,11400,0,0,11400,74,802,904,1100423
847,39-5200,2012,110.0,1,116.0,1,21,6,1,0,0,3,2,2,1,1,1,6,3,30,1,1,1,1,5,3,1,0,0,0,0,0,225,0,0,1100749
848,39-5301,2012,104.0,1,101.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,501,732,819,1106737
849,39-5302,2012,109.0,1,84.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,4000,4000,0,0,4000,501,802,824,1111162
850,39-5302,2012,133.0,1,102.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,2,4,3,3,10000,10000,0,0,10000,351,732,739,1111418
851,39-5302,2012,89.0,3,89.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,1111522
852,39-5401,2012,206.0,1,332.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,22000,22000,0,0,22000,460,1535,1554,1116041
853,39-5401,2012,64.0,1,122.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,8000,8000,0,0,8000,68,0,0,1116059
854,39-5402,2012,54.0,1,77.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,2,0,0,0,0,0,1,0,0,1120741
855,39-5402,2012,178.0,4,178.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,1,1200,0,1200,0,0,10,0,0,1120762
856,39-5402,2012,49.0,1,75.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,50000,50000,0,0,50000,501,1405,1414,1120770
857,39-5402,2012,58.0,1,68.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,5,1,1,8100,0,0,0,0,82,0,0,1120856
858,39-5402,2012,20.0,3,20.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,3,4,3,5,3,3,20000,20000,0,0,20000,0,0,0,1120913
859,39-5402,2012,20.0,4,20.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,1,1200,0,1200,0,0,10,0,0,1121029
860,39-5402,2012,68.0,1,78.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,5,3,1,0,0,0,0,0,61,0,0,1121036
861,39-5402,2012,33.0,4,33.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,1,1200,0,1200,0,0,10,0,0,1121111
862,39-5402,2012,112.0,1,169.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,1,4000,0,0,0,0,230,0,0,1121162
863,39-5402,2012,181.0,1,180.0,1,21,6,1,0,0,3,2,1,1,2,2,6,1,10,2,2,4,3,5,3,3,9500,9500,0,0,9500,80,1405,1409,1121209
864,39-5403,2012,15.0,4,15.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,1,1200,0,1200,0,0,10,0,0,1126201
865,39-5403,2012,87.0,1,203.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,23000,23000,0,0,23000,501,532,539,1126263
866,39-5403,2012,82.0,1,191.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,6900,6900,0,0,6900,44,1805,1824,1126267
867,39-5403,2012,48.0,1,95.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,2,4,1,3,3000,3000,0,0,3000,203,2235,2244,1126437
868,39-5403,2012,81.0,1,191.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,3,3,3,9000,0,0,0,9000,387,0,0,1126820
869,39-5501,2012,37.0,1,44.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,12500,12500,0,0,12500,189,1605,1634,1132435
870,39-5504,2012,103.0,1,103.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,3,3200,3200,0,0,3200,27,0,0,1149574
871,39-5504,2012,106.0,1,89.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,3500,3500,0,0,3500,379,902,919,1149919
872,39-5504,2012,37.0,1,34.0,1,21,2,1,0,0,3,1,1,1,1,1,4,2,20,2,3,4,2,5,1,2,0,0,0,0,0,67,0,0,1150088
873,39-5504,2012,34.0,4,34.0,1,21,6,1,0,0,3,2,1,1,2,1,6,1,10,2,2,4,3,5,3,3,9000,3200,0,0,3200,76,722,824,1150089
874,39-5504,2012,51.0,1,43.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,1,1,5,3,3,22000,22000,0,0,22000,190,1035,1059,1150189
875,39-5505,2012,99.0,1,99.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,4,2,3,30000,30000,0,0,30000,252,622,644,1156085
876,39-5506,2012,94.0,1,78.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,3,9000,9000,0,0,9000,501,0,0,1162048
877,39-5600,2012,52.0,1,43.0,1,21,6,1,0,0,3,2,1,1,2,1,6,1,10,2,2,4,3,5,3,3,500,500,0,0,500,240,632,714,1171766
878,39-5600,2012,122.0,1,104.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,426,702,724,1172148
879,39-5600,2012,27.0,1,34.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,1,5,3,3,15600,15600,0,0,15600,132,832,859,1172207
880,39-5600,2012,51.0,1,72.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,3,3,1,8400,0,0,0,0,71,0,0,1172493
881,39-5700,2012,96.0,1,287.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,3,4,3,5,3,3,16000,16000,0,0,16000,414,502,549,1178285
882,39-600,2012,69.0,1,108.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,1,0,0,0,0,0,326,0,0,1184371
883,39-600,2012,77.0,1,98.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,6600,6600,0,0,6600,348,1435,1454,1184700
884,39-700,2012,370.0,1,369.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,5,3,3,12600,4500,0,0,4500,81,0,0,1190703
885,39-700,2012,241.0,1,241.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,25000,25000,0,0,25000,210,1235,1239,1191005
886,39-700,2012,94.0,1,128.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,16800,16800,0,0,16800,335,702,734,1191030
887,39-801,2012,160.0,1,146.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,15000,15000,0,0,15000,501,702,709,1198459
888,39-802,2012,158.0,1,176.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,18300,18300,0,0,18300,501,602,624,1205374
889,39-901,2012,46.0,1,60.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,1,1,5,3,3,15000,15000,0,0,15000,262,832,849,1214098
890,39-901,2012,128.0,1,170.0,1,21,1,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,24000,24000,0,0,24000,260,602,634,1214190
891,39-901,2012,153.0,1,175.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,338,732,739,1214307
892,39-902,2012,77.0,1,77.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,42,832,849,1219924
893,39-902,2012,160.0,1,120.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,3,4,3,5,3,3,25000,25000,0,0,25000,435,0,0,1220325
894,39-904,2012,71.0,1,71.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,40000,40000,0,0,40000,337,1405,1429,1234742
895,39-904,2012,80.0,1,100.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,1,1,5,1,3,2000,2000,0,0,2000,68,1635,1659,1234906
896,39-904,2012,73.0,1,99.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,501,732,749,1235006
897,39-906,2012,44.0,1,52.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,2,0,0,0,0,0,302,0,0,1247254
898,39-906,2012,252.0,1,250.0,1,21,6,1,0,0,3,2,1,1,2,1,2,1,10,2,2,1,2,4,3,3,5300,5300,0,0,5300,51,1635,1734,1247495
899,39-906,2012,58.0,1,59.0,1,21,6,1,0,0,3,2,1,1,2,1,6,1,10,2,2,1,1,5,3,3,35080,35000,0,80,35000,235,1005,1014,1247712
900,39-906,2012,121.0,1,176.0,1,21,6,1,0,0,3,1,1,1,1,1,2,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,69,632,649,1247765
901,39-906,2012,46.0,1,58.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,2,0,0,0,0,0,79,0,0,1247959
902,39-906,2012,58.0,1,85.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,3,9200,9200,0,0,9200,386,0,0,1248009
903,39-906,2012,66.0,1,88.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,10800,10800,0,0,10800,162,1705,1719,1248042
904,39-906,2012,43.0,1,52.0,1,21,6,1,0,0,3,1,1,1,1,1,5,3,30,1,1,1,2,3,1,2,0,0,0,0,0,45,0,0,1248089
905,39-907,2012,65.0,1,109.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,2700,2700,0,0,2700,188,1035,1044,1254175
906,39-907,2012,92.0,1,121.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,1,0,0,0,0,0,327,0,0,1254478
907,39-908,2012,27.0,4,27.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,4000,4000,0,0,4000,0,0,0,1260700
908,39-908,2012,7.0,4,7.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,1,1,5,1,3,8000,8000,0,0,8000,0,1005,1024,1261257
909,39-909,2012,69.0,4,69.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,4000,4000,0,0,4000,0,0,0,1268861
910,39-909,2012,61.0,4,61.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,1000,1000,0,0,1000,0,0,0,1268951
911,39-910,2012,119.0,1,159.0,1,21,6,1,0,0,3,2,2,1,1,1,6,3,30,1,1,1,1,5,3,3,6000,6000,0,0,6000,501,0,0,1278010
912,17-1001,2012,23.0,1,33.0,1,22,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,1,5,3,3,9000,9000,0,0,9000,501,1505,1509,408
913,17-1001,2012,32.0,1,46.0,1,22,6,1,0,0,3,2,1,1,2,1,6,3,30,1,3,4,3,5,3,1,14000,0,0,14000,0,195,0,0,438
914,17-1001,2012,15.0,1,11.0,1,22,1,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,251,732,749,526
915,17-1001,2012,16.0,1,20.0,1,22,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,3,1000,1000,0,0,1000,246,0,0,626
916,17-1001,2012,6.0,3,6.0,1,22,6,1,0,0,3,1,1,1,1,1,6,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,674
917,17-1001,2012,57.0,1,48.0,1,22,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,3,1,3,1600,1600,0,0,1600,501,0,0,882
918,17-1001,2012,75.0,1,75.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,25000,25000,0,0,25000,211,702,719,900
919,17-1001,2012,25.0,1,31.0,1,22,6,1,0,0,3,2,2,2,1,1,7,2,20,2,1,1,2,4,3,3,2200,2200,0,0,2200,399,0,0,904
920,17-1001,2012,51.0,1,75.0,1,22,6,1,0,0,4,2,2,2,1,1,10,1,10,2,2,1,2,4,3,3,16000,16000,0,0,16000,266,0,0,1027
921,17-1001,2012,20.0,1,25.0,1,22,6,1,0,0,3,2,1,1,2,1,6,2,20,2,3,4,3,5,3,3,500,500,0,0,500,121,0,0,1030
922,17-1001,2012,73.0,1,74.0,1,22,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,29700,29700,0,0,29700,252,445,509,1101
923,17-1001,2012,75.0,1,68.0,1,22,6,1,0,0,3,2,2,2,1,1,10,1,10,2,2,1,1,5,3,3,13000,13000,0,0,13000,501,1205,1219,1180
924,17-1001,2012,47.0,1,100.0,1,22,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,5,3,3,1800,1800,0,0,1800,11,0,0,1228
925,17-1001,2012,110.0,1,63.0,1,22,6,1,0,0,3,2,2,1,1,1,6,2,20,2,1,1,2,4,3,3,5200,5200,0,0,5200,340,0,0,1232
926,17-1001,2012,64.0,1,63.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,9600,9600,0,0,9600,52,832,904,1491
927,17-1001,2012,15.0,1,23.0,1,22,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,14000,14000,0,0,14000,178,717,729,1590
928,17-1001,2012,14.0,1,9.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,168,1035,1049,1677
929,17-1001,2012,26.0,1,38.0,1,22,6,1,0,0,3,2,2,2,1,1,10,3,30,1,1,1,2,3,3,3,1900,1900,0,0,1900,390,0,0,1777
930,17-1001,2012,20.0,1,54.0,1,22,6,1,0,0,3,1,1,1,1,1,7,1,12,2,1,3,3,5,3,3,11000,11000,0,0,11000,93,0,0,1794
931,17-1001,2012,47.0,1,48.0,1,22,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,1,1,5,3,3,15000,15000,0,0,15000,293,1405,1429,2031
932,17-104,2012,51.0,3,51.0,1,22,6,1,0,0,3,2,1,1,2,1,6,3,30,1,3,4,3,5,3,2,120,0,0,0,0,0,0,0,14418
933,17-104,2012,64.0,1,42.0,1,22,1,1,0,0,3,2,2,1,2,1,6,1,10,2,2,4,3,5,3,3,35000,35000,0,0,35000,154,632,734,14752
934,17-104,2012,95.0,1,91.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,35000,35000,0,0,35000,358,1445,1509,14914
935,17-104,2012,43.0,1,23.0,1,22,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,30000,30000,0,0,30000,501,1305,1344,15028
936,17-104,2012,33.0,1,32.0,1,22,6,1,0,0,3,1,1,1,1,1,8,1,10,2,3,4,3,5,3,3,9000,9000,0,0,9000,208,512,549,15105
937,17-104,2012,118.0,1,67.0,1,22,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,20000,20000,0,0,20000,210,1425,1444,15163
938,17-104,2012,226.0,1,269.0,1,22,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,4000,4000,0,0,4000,34,1005,1019,15169
939,17-104,2012,52.0,3,52.0,1,22,6,1,0,0,3,2,1,1,2,1,6,3,30,1,3,4,3,5,3,2,120,0,0,0,0,0,0,0,15276
940,17-104,2012,20.0,1,15.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,17500,17500,0,0,17500,501,1235,1254,15313
941,17-104,2012,17.0,3,17.0,1,22,6,1,0,0,3,1,1,1,1,1,5,3,30,1,3,4,3,5,3,2,0,0,0,0,0,0,0,0,15424
942,17-104,2012,42.0,1,66.0,1,22,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,385,2205,2219,15440
943,17-104,2012,15.0,1,15.0,1,22,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,6400,6400,0,0,6400,163,1005,1019,15469
944,17-104,2012,9.0,1,12.0,1,22,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,265,732,754,15828
945,17-104,2012,6.0,3,6.0,1,22,6,1,0,0,3,2,1,1,2,1,6,3,30,1,3,4,3,5,3,2,120,0,0,0,0,0,0,0,15852
946,17-104,2012,86.0,1,87.0,1,22,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,30000,30000,0,0,30000,190,532,619,15885
947,17-104,2012,50.0,1,114.0,1,22,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,22000,22000,0,0,22000,362,732,804,15916
948,17-104,2012,52.0,3,52.0,1,22,6,1,0,0,3,2,1,1,2,1,6,3,30,1,3,4,3,5,3,2,120,0,0,0,0,0,0,0,15933
949,17-105,2012,358.0,1,409.0,1,22,6,1,0,0,3,2,2,2,1,1,10,1,10,2,2,4,3,5,3,3,21650,21000,0,0,21650,183,2205,2209,25461
950,17-105,2012,29.0,1,58.0,1,22,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,3,15500,15500,0,0,15500,451,0,0,25598
951,17-105,2012,191.0,1,453.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,25000,25000,0,0,25000,501,517,539,25878
952,17-105,2012,144.0,1,163.0,1,22,1,1,0,0,3,2,2,2,2,1,7,1,10,2,2,4,3,5,3,3,23000,23000,0,0,23000,180,532,549,25880
953,17-105,2012,30.0,1,77.0,1,22,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,1,5,3,3,12000,12000,0,0,12000,389,0,0,25913
954,17-1104,2012,66.0,1,110.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,501,932,1004,33765
955,17-1104,2012,55.0,1,96.0,1,22,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,1,5,3,3,21000,21000,0,0,21000,176,542,554,33802
956,17-1104,2012,114.0,1,154.0,1,22,6,1,0,1,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,1800,1800,0,0,1800,416,1505,1514,33898
957,17-1104,2012,83.0,1,83.0,1,22,6,1,0,0,3,2,2,1,1,1,7,1,14,2,2,4,3,5,3,3,48000,48000,0,0,48000,405,1605,1619,34001
